new_code_raw	old_code_raw	new_comment_raw	old_comment_raw	label	pre_label	AST_level	line_counts	new_code_token_num
private BufferedImage loadImage(int itemId, int quantity, boolean stackable) { SpritePixels sprite = client.get().createItemSprite(itemId, quantity, 1, SpritePixels.DEFAULT_SHADOW_COLOR, stackable ? 1 : 0, false, CLIENT_DEFAULT_ZOOM); return sprite.toBufferedImage(); }	"	private AsyncBufferedImage loadImage(int itemId, int quantity, boolean stackable)
	{
		AsyncBufferedImage img = new AsyncBufferedImage(36, 32, BufferedImage.TYPE_INT_ARGB);
		clientThread.invokeLater(() ->
		{
			if (client.getGameState().ordinal() < GameState.LOGIN_SCREEN.ordinal())
			{
				return false;
			}
			SpritePixels sprite = client.createItemSprite(itemId, quantity, 1, SpritePixels.DEFAULT_SHADOW_COLOR,
				stackable ? 1 : 0, false, CLIENT_DEFAULT_ZOOM);
			if (sprite == null)
			{
				return false;
			}
			sprite.toBufferedImage(img);
			img.changed();
			return true;
		});
		return img;
	}
"	Loads item sprite from game, makes transparent, and generates image	Loads item sprite from game, makes transparent, and generates image	0	1	8	7	49
public Options includeDirectives(boolean flag) { return new Options(this.includeIntrospectionTypes, this.includeScalars, this.includeExtendedScalars, this.includeSchemaDefinition, this.useAstDefinitions, this.descriptionsAsHashComments, directive -> flag, this.comparatorRegistry); }	"        public Options includeDirectives(boolean flag) {
            return new Options(this.includeIntrospectionTypes, this.includeScalars, this.includeExtendedScalars, this.includeSchemaDefinition, flag, this.useAstDefinitions, this.descriptionsAsHashComments, this.comparatorRegistry);
        }
"	Allow to print directives.	Allow to print directives.	0	1	6	4	39
private ObjectWriter buildColumn(ParentShim parent, ColumnMetadata colSchema) { if (colSchema.isMultiList()) { return buildRepeatedList(parent, colSchema); } else if (colSchema.isMap()) { return buildMap(parent, colSchema); } else if (isSingleList(colSchema)) { return buildSingleList(parent, colSchema); } else if (colSchema.isVariant()) { return buildVariant(parent, colSchema); } else if (colSchema.isDict()) { return buildDict(parent, colSchema); } else { return buildPrimitive(parent, colSchema); } }	"  private ObjectWriter buildColumn(ParentShim parent, ColumnMetadata colSchema) {
    if (colSchema.isMultiList()) {
      return buildRepeatedList(parent, colSchema);
    } else if (colSchema.isMap()) {
      return buildMap(parent, colSchema);
    } else if (isSingleList(colSchema)) {
      return buildSingleList(parent, colSchema);
    } else if (colSchema.isVariant()) {
      return buildVariant(parent, colSchema);
    } else {
      return buildPrimitive(parent, colSchema);
    }
  }
"	Build the column writer, and any nested content, returning the built column writer as a generic object writer.	Build the column writer, and any nested content, returning the built column writer as a generic object writer.	0	1	11	16	112
"public boolean isConnectedAndHealthy() { Map<String, DiscoveryNode> nodeMap = nodes.get(); if (nodeMap == null || nodeMap.isEmpty()) { return false; } if (!deflector.isUp()) { return false; } try { return getHealth() != ClusterHealthStatus.RED; } catch (ElasticsearchException e) { LOG.trace(""Couldn't determine Elasticsearch health properly"", e); return false; } }"	"    public boolean isConnectedAndHealthy() {
        try {
            return getHealth() != ClusterHealthStatus.RED;
        } catch (ElasticsearchException e) {
            LOG.trace(""Couldn't determine Elasticsearch health properly"", e);
            return false;
        }
    }
"	Check if the Elasticsearch  Node is connected and that the cluster health status is not  ClusterHealthStatus#RED and that the  org.graylog2.indexer.Deflector#isUp() deflector is up.	Check if the Elasticsearch Node is connected and that the cluster health status is not ClusterHealthStatus#RED.	1	0	7	17	83
"protected static ASTNode findDeclaration2(Name findMe, ASTNode alternateParent) { ASTNode declaringClass = null; ASTNode parent = findMe.getParent(); ASTNode ret = null; ArrayList<Integer> constrains = new ArrayList<Integer>(); if (parent.getNodeType() == ASTNode.METHOD_INVOCATION) { Expression exp = (Expression) ((MethodInvocation) parent) .getStructuralProperty(MethodInvocation.EXPRESSION_PROPERTY); //TODO: Note the imbalance of constrains.add(ASTNode.METHOD_DECLARATION); // Possibly a bug here. Investigate later. if (((MethodInvocation) parent).getName().toString() .equals(findMe.toString())) { constrains.add(ASTNode.METHOD_DECLARATION); if (exp != null) { constrains.add(ASTNode.TYPE_DECLARATION); // log(""MI EXP: "" + exp.toString() + "" of type "" // + exp.getClass().getName() + "" parent: "" + exp.getParent()); if (exp instanceof MethodInvocation) { SimpleType stp = extracTypeInfo(findDeclaration2(((MethodInvocation) exp) .getName(), alternateParent)); if (stp == null) return null; declaringClass = findDeclaration2(stp.getName(), alternateParent); return definedIn(declaringClass, ((MethodInvocation) parent) .getName().toString(), constrains, declaringClass); } else if (exp instanceof FieldAccess) { SimpleType stp = extracTypeInfo(findDeclaration2(((FieldAccess) exp) .getName(), alternateParent)); if (stp == null) return null; declaringClass = findDeclaration2((stp.getName()), alternateParent); return definedIn(declaringClass, ((MethodInvocation) parent) .getName().toString(), constrains, declaringClass); } if (exp instanceof SimpleName) { SimpleType stp = extracTypeInfo(findDeclaration2(((SimpleName) exp), alternateParent)); if (stp == null) return null; declaringClass = findDeclaration2(stp.getName(), alternateParent); // log(""MI.SN "" + getNodeAsString(declaringClass)); constrains.add(ASTNode.METHOD_DECLARATION); return definedIn(declaringClass, ((MethodInvocation) parent) .getName().toString(), constrains, declaringClass); } } } else { parent = parent.getParent(); // Move one up the ast. V V IMP!! alternateParent = alternateParent.getParent(); } } else if (parent.getNodeType() == ASTNode.FIELD_ACCESS) { FieldAccess fa = (FieldAccess) parent; Expression exp = fa.getExpression(); if (fa.getName().toString().equals(findMe.toString())) { constrains.add(ASTNode.FIELD_DECLARATION); if (exp != null) { constrains.add(ASTNode.TYPE_DECLARATION); // log(""FA EXP: "" + exp.toString() + "" of type "" // + exp.getClass().getName() + "" parent: "" + exp.getParent()); if (exp instanceof MethodInvocation) { SimpleType stp = extracTypeInfo(findDeclaration2(((MethodInvocation) exp) .getName(), alternateParent)); if (stp == null) return null; declaringClass = findDeclaration2(stp.getName(), alternateParent); return definedIn(declaringClass, fa.getName().toString(), constrains, declaringClass); } else if (exp instanceof FieldAccess) { SimpleType stp = extracTypeInfo(findDeclaration2(((FieldAccess) exp) .getName(), alternateParent)); if (stp == null) return null; declaringClass = findDeclaration2((stp.getName()), alternateParent); constrains.add(ASTNode.TYPE_DECLARATION); return definedIn(declaringClass, fa.getName().toString(), constrains, declaringClass); } if (exp instanceof SimpleName) { SimpleType stp = extracTypeInfo(findDeclaration2(((SimpleName) exp), alternateParent)); if (stp == null) return null; declaringClass = findDeclaration2(stp.getName(), alternateParent); // log(""FA.SN "" + getNodeAsString(declaringClass)); constrains.add(ASTNode.METHOD_DECLARATION); return definedIn(declaringClass, fa.getName().toString(), constrains, declaringClass); } } } else { parent = parent.getParent(); // Move one up the ast. V V IMP!! alternateParent = alternateParent.getParent(); } } else if (parent.getNodeType() == ASTNode.QUALIFIED_NAME) { QualifiedName qn = (QualifiedName) parent; if (!findMe.toString().equals(qn.getQualifier().toString())) { SimpleType stp = extracTypeInfo(findDeclaration2((qn.getQualifier()), alternateParent)); if(stp == null) return null; declaringClass = findDeclaration2(stp.getName(), alternateParent); // log(qn.getQualifier() + ""->"" + qn.getName()); // log(""QN decl class: "" + getNodeAsString(declaringClass)); constrains.clear(); constrains.add(ASTNode.TYPE_DECLARATION); constrains.add(ASTNode.FIELD_DECLARATION); return definedIn(declaringClass, qn.getName().toString(), constrains, null); } else{ if(findMe instanceof QualifiedName){ QualifiedName qnn = (QualifiedName) findMe; // log(""findMe is a QN, "" // + (qnn.getQualifier().toString() + "" other "" + qnn.getName() // .toString())); SimpleType stp = extracTypeInfo(findDeclaration2((qnn.getQualifier()), alternateParent)); if (stp == null) { return null; } // log(qnn.getQualifier() + ""->"" + qnn.getName()); declaringClass = findDeclaration2(stp.getName(), alternateParent); // log(""QN decl class: "" // + getNodeAsString(declaringClass)); constrains.clear(); constrains.add(ASTNode.TYPE_DECLARATION); constrains.add(ASTNode.FIELD_DECLARATION); return definedIn(declaringClass, qnn.getName().toString(), constrains, null); } } } else if (parent.getNodeType() == ASTNode.SIMPLE_TYPE) { constrains.add(ASTNode.TYPE_DECLARATION); if (parent.getParent().getNodeType() == ASTNode.CLASS_INSTANCE_CREATION) constrains.add(ASTNode.CLASS_INSTANCE_CREATION); } else if (parent instanceof Expression) { // constrains.add(ASTNode.TYPE_DECLARATION); // constrains.add(ASTNode.METHOD_DECLARATION); // constrains.add(ASTNode.FIELD_DECLARATION); } // TODO: in findDec, we also have a case where parent of type TD is handled. // Figure out if needed here as well. // log(""Alternate parent: "" + getNodeAsString(alternateParent)); while (alternateParent != null) { // log(""findDeclaration2 -> "" // + getNodeAsString(alternateParent)); for (Object oprop : alternateParent.structuralPropertiesForType()) { StructuralPropertyDescriptor prop = (StructuralPropertyDescriptor) oprop; if (prop.isChildProperty() || prop.isSimpleProperty()) { if (alternateParent.getStructuralProperty(prop) instanceof ASTNode) { // log(prop + "" C/S Prop of -> "" // + getNodeAsString(alternateParent)); ret = definedIn((ASTNode) alternateParent .getStructuralProperty(prop), findMe.toString(), constrains, declaringClass); if (ret != null) return ret; } } else if (prop.isChildListProperty()) { // log((prop) + "" ChildList props of "" // + getNodeAsString(alternateParent)); List<ASTNode> nodelist = (List<ASTNode>) alternateParent .getStructuralProperty(prop); for (ASTNode retNode : nodelist) { ret = definedIn(retNode, findMe.toString(), constrains, declaringClass); if (ret != null) return ret; } } } alternateParent = alternateParent.getParent(); } return null; }"	"  protected static ASTNode findDeclaration2(Name findMe, ASTNode alternateParent) {
    ASTNode declaringClass = null;
    ASTNode parent = findMe.getParent();
    ASTNode ret = null;
    ArrayList<Integer> constrains = new ArrayList<Integer>();
    if (parent.getNodeType() == ASTNode.METHOD_INVOCATION) {
      Expression exp = (Expression) ((MethodInvocation) parent)
          .getStructuralProperty(MethodInvocation.EXPRESSION_PROPERTY);
      //TODO: Note the imbalance of constrains.add(ASTNode.METHOD_DECLARATION);
      // Possibly a bug here. Investigate later.
      if (((MethodInvocation) parent).getName().toString()
          .equals(findMe.toString())) {
        constrains.add(ASTNode.METHOD_DECLARATION);

        if (exp != null) {
          constrains.add(ASTNode.TYPE_DECLARATION);
//          log(""MI EXP: "" + exp.toString() + "" of type ""
//              + exp.getClass().getName() + "" parent: "" + exp.getParent());
          if (exp instanceof MethodInvocation) {
            SimpleType stp = extracTypeInfo(findDeclaration2(((MethodInvocation) exp)
                                                                 .getName(),
                                                             alternateParent));
            if (stp == null)
              return null;
            declaringClass = findDeclaration2(stp.getName(), alternateParent);
            return definedIn(declaringClass, ((MethodInvocation) parent)
                .getName().toString(), constrains, declaringClass);
          } else if (exp instanceof FieldAccess) {
            SimpleType stp = extracTypeInfo(findDeclaration2(((FieldAccess) exp)
                                                                 .getName(),
                                                             alternateParent));
            if (stp == null)
              return null;
            declaringClass = findDeclaration2((stp.getName()), alternateParent);
            return definedIn(declaringClass, ((MethodInvocation) parent)
                .getName().toString(), constrains, declaringClass);
          }
          if (exp instanceof SimpleName) {
            SimpleType stp = extracTypeInfo(findDeclaration2(((SimpleName) exp),
                                                             alternateParent));
            if (stp == null)
              return null;
            declaringClass = findDeclaration2(stp.getName(), alternateParent);
//            log(""MI.SN "" + getNodeAsString(declaringClass));
            constrains.add(ASTNode.METHOD_DECLARATION);
            return definedIn(declaringClass, ((MethodInvocation) parent)
                .getName().toString(), constrains, declaringClass);
          }

        }
      } else {
        parent = parent.getParent(); // Move one up the ast. V V IMP!!
        alternateParent = alternateParent.getParent();
      }
    } else if (parent.getNodeType() == ASTNode.FIELD_ACCESS) {
      FieldAccess fa = (FieldAccess) parent;
      Expression exp = fa.getExpression();
      if (fa.getName().toString().equals(findMe.toString())) {
        constrains.add(ASTNode.FIELD_DECLARATION);

        if (exp != null) {
          constrains.add(ASTNode.TYPE_DECLARATION);
//          log(""FA EXP: "" + exp.toString() + "" of type ""
//              + exp.getClass().getName() + "" parent: "" + exp.getParent());
          if (exp instanceof MethodInvocation) {
            SimpleType stp = extracTypeInfo(findDeclaration2(((MethodInvocation) exp)
                                                                 .getName(),
                                                             alternateParent));
            if (stp == null)
              return null;
            declaringClass = findDeclaration2(stp.getName(), alternateParent);
            return definedIn(declaringClass, fa.getName().toString(),
                             constrains, declaringClass);
          } else if (exp instanceof FieldAccess) {
            SimpleType stp = extracTypeInfo(findDeclaration2(((FieldAccess) exp)
                                                                 .getName(),
                                                             alternateParent));
            if (stp == null)
              return null;
            declaringClass = findDeclaration2((stp.getName()), alternateParent);
            constrains.add(ASTNode.TYPE_DECLARATION);
            return definedIn(declaringClass, fa.getName().toString(),
                             constrains, declaringClass);
          }
          if (exp instanceof SimpleName) {
            SimpleType stp = extracTypeInfo(findDeclaration2(((SimpleName) exp),
                                                             alternateParent));
            if (stp == null)
              return null;
            declaringClass = findDeclaration2(stp.getName(), alternateParent);
//            log(""FA.SN "" + getNodeAsString(declaringClass));
            constrains.add(ASTNode.METHOD_DECLARATION);
            return definedIn(declaringClass, fa.getName().toString(),
                             constrains, declaringClass);
          }
        }

      } else {
        parent = parent.getParent(); // Move one up the ast. V V IMP!!
        alternateParent = alternateParent.getParent();
      }
    } else if (parent.getNodeType() == ASTNode.QUALIFIED_NAME) {

      QualifiedName qn = (QualifiedName) parent;
      if (!findMe.toString().equals(qn.getQualifier().toString())) {

        SimpleType stp = extracTypeInfo(findDeclaration2((qn.getQualifier()),
                                                         alternateParent));
        if(stp == null)
          return null;
        declaringClass = findDeclaration2(stp.getName(), alternateParent);
//        log(qn.getQualifier() + ""->"" + qn.getName());
//        log(""QN decl class: "" + getNodeAsString(declaringClass));
        constrains.clear();
        constrains.add(ASTNode.TYPE_DECLARATION);
        constrains.add(ASTNode.FIELD_DECLARATION);
        return definedIn(declaringClass, qn.getName().toString(), constrains,
                         null);
      }
      else{
        if(findMe instanceof QualifiedName){
          QualifiedName qnn = (QualifiedName) findMe;
//          log(""findMe is a QN, ""
//              + (qnn.getQualifier().toString() + "" other "" + qnn.getName()
//                  .toString()));

          SimpleType stp = extracTypeInfo(findDeclaration2((qnn.getQualifier()), alternateParent));
//          log(qnn.getQualifier() + ""->"" + qnn.getName());
          declaringClass = findDeclaration2(stp.getName(), alternateParent);

//          log(""QN decl class: ""
//              + getNodeAsString(declaringClass));
          constrains.clear();
          constrains.add(ASTNode.TYPE_DECLARATION);
          constrains.add(ASTNode.FIELD_DECLARATION);
          return definedIn(declaringClass, qnn.getName().toString(), constrains,
                           null);
        }
      }
    } else if (parent.getNodeType() == ASTNode.SIMPLE_TYPE) {
      constrains.add(ASTNode.TYPE_DECLARATION);
      if (parent.getParent().getNodeType() == ASTNode.CLASS_INSTANCE_CREATION)
        constrains.add(ASTNode.CLASS_INSTANCE_CREATION);
    } else if (parent instanceof Expression) {
//      constrains.add(ASTNode.TYPE_DECLARATION);
//      constrains.add(ASTNode.METHOD_DECLARATION);
//      constrains.add(ASTNode.FIELD_DECLARATION);
    } // TODO: in findDec, we also have a case where parent of type TD is handled.
      // Figure out if needed here as well.
//    log(""Alternate parent: "" + getNodeAsString(alternateParent));
    while (alternateParent != null) {
//      log(""findDeclaration2 -> ""
//          + getNodeAsString(alternateParent));
      for (Object oprop : alternateParent.structuralPropertiesForType()) {
        StructuralPropertyDescriptor prop = (StructuralPropertyDescriptor) oprop;
        if (prop.isChildProperty() || prop.isSimpleProperty()) {
          if (alternateParent.getStructuralProperty(prop) instanceof ASTNode) {
//            log(prop + "" C/S Prop of -> ""
//                + getNodeAsString(alternateParent));
            ret = definedIn((ASTNode) alternateParent
                                .getStructuralProperty(prop),
                            findMe.toString(), constrains, declaringClass);
            if (ret != null)
              return ret;
          }
        } else if (prop.isChildListProperty()) {
//          log((prop) + "" ChildList props of ""
//              + getNodeAsString(alternateParent));
          List<ASTNode> nodelist = (List<ASTNode>) alternateParent
              .getStructuralProperty(prop);
          for (ASTNode retNode : nodelist) {
            ret = definedIn(retNode, findMe.toString(), constrains,
                            declaringClass);
            if (ret != null)
              return ret;
          }
        }
      }
      alternateParent = alternateParent.getParent();
    }
    return null;
  }
"	A variation of findDeclaration() but accepts an alternate parent ASTNode	A variation of findDeclaration() but accepts an alternate parent ASTNode	0	1	18	188	1441
public ResourceRepo removeResource(Resource resource) { if ((this.resourceRepos == null) || (resource == null)) { return null; } ResourceRepo doomed = null; for (ResourceRepo rc : this.resourceRepos) { if (resource.equals(rc.getResourceRepoPK().getResource())) { doomed = rc; break; } } if (doomed != null) { this.resourceRepos.remove(doomed); } return doomed; }	"    public ResourceChannel removeResource(Resource resource) {
        if ((this.resourceChannels == null) || (resource == null)) {
            return null;
        }

        ResourceChannel doomed = null;

        for (ResourceChannel rc : this.resourceChannels) {
            if (resource.equals(rc.getResourceChannelPK().getResource())) {
                doomed = rc;
                break;
            }
        }

        if (doomed != null) {
            this.resourceChannels.remove(doomed);
        }

        return doomed;
    }
"	Unsubscribes the resource from this repo, if it exists.	Unsubscribes the resource from this channel, if it exists.	1	0	9	22	81
public boolean isFlagSet(int flagsToCheck) { return (flags & flagsToCheck) != 0; }	"    public boolean isFlagSet(int flag) {
        return (flags & flag) != 0;
    }
"	Returns  true if any of the flags supplied in the argument are set.	Checks if a flag is set.	1	0	6	5	18
"public Client build() { if ((environment == null) && (executorService == null) && (objectMapper == null)) { throw new IllegalStateException(""Must have either an environment or both "" + ""an executor service and an object mapper""); } if (environment == null) { return build(executorService, objectMapper); } return build(environment.getLifecycleEnvironment() .managedExecutorService(""jersey-client-%d"", configuration.getMinThreads(), configuration.getMaxThreads(), 60, TimeUnit.SECONDS), environment.getJsonEnvironment().build()); }"	"    public Client build() {
        if ((environment == null) && (executorService == null) && (objectMapper == null)) {
            throw new IllegalStateException(""Must have either an environment or both "" +
                                                    ""an executor service and an object mapper"");
        }

        if (environment == null) {
            return build(executorService, objectMapper);
        }

        return build(environment.getLifecycleEnvironment()
                                .managedExecutorService(""jersey-client-%d"",
                                                        configuration.getMinThreads(),
                                                        configuration.getMaxThreads(),
                                                        60,
                                                        TimeUnit.SECONDS),
                     environment.getJsonEnvironment().buildObjectMapper());
    }
"	Builds the  Client instance.	Builds the Client instance.	0	1	8	19	111
"private ZapTextArea getTxtSkipURL() { if (txtSkipURL == null) { txtSkipURL = new ZapTextArea(); txtSkipURL.setFont(new java.awt.Font(""Default"", java.awt.Font.PLAIN, 11)); if (Model.getSingleton().getOptionsParam().getViewParam().getWmUiHandlingOption() == 0) { txtSkipURL.setSize(new java.awt.Dimension(290,52)); } } return txtSkipURL; }"	"    private JTextArea getTxtSkipURL() {
        if (txtSkipURL == null) {
            txtSkipURL = new JTextArea();
            txtSkipURL.setFont(new java.awt.Font(""Default"", java.awt.Font.PLAIN, 11));
    	    if (Model.getSingleton().getOptionsParam().getViewParam().getWmUiHandlingOption() == 0) {
    	    	txtSkipURL.setSize(new java.awt.Dimension(290,52));
    	    }
        }
        return txtSkipURL;
    }
"	This method initializes ZapTextArea	This method initializes jTextArea	1	0	12	11	77
protected Object convertTimestamp(Field fieldDefn, Object data) { java.util.Date date = null; if (data instanceof java.sql.Timestamp) { // JDBC specification indicates that this will be the canonical object for this JDBC type. date = (java.util.Date) data; } else if (data instanceof java.sql.Date) { // This should still work, even though it should have just date info date = (java.util.Date) data; } else if (data instanceof java.util.Date) { // Possible that some implementations might use this. date = (java.util.Date) data; } else if (data instanceof java.time.LocalDate) { // If we get a local date (no TZ info), we need to just convert to a util.Date (no TZ info) ... java.time.LocalDate local = (java.time.LocalDate) data; date = java.util.Date.from(local.atStartOfDay().toInstant(ZoneOffset.UTC)); } else if (data instanceof java.time.LocalDateTime) { // Get the instant in time by changing any date info to the epoch day so we only have time ... java.time.LocalDateTime local = (java.time.LocalDateTime) data; date = java.util.Date.from(local.toInstant(ZoneOffset.UTC)); } else { // An unexpected date = unexpectedTimestamp(data, fieldDefn); } return date; }	"    protected Object convertTimestamp(Field fieldDefn, Object data) {
        java.util.Date date = null;
        if (data instanceof java.sql.Timestamp) {
            // JDBC specification indicates that this will be the canonical object for this JDBC type.
            date = (java.util.Date) data;
        } else if (data instanceof java.sql.Date) {
            // This should still work, even though it should have just date info
            date = (java.util.Date) data;
        } else if (data instanceof java.util.Date) {
            // Possible that some implementations might use this.
            date = (java.util.Date) data;
        } else if (data instanceof java.time.LocalDate) {
            // If we get a local date (no TZ info), we need to just convert to a util.Date (no TZ info) ...
            java.time.LocalDate local = (java.time.LocalDate) data;
            date = java.util.Date.from(local.atStartOfDay().toInstant(ZoneOffset.UTC));
        } else if (data instanceof java.time.LocalDateTime) {
            // Get the instant in time by changing any date info to the epoch day so we only have time ...
            java.time.LocalDateTime local = (java.time.LocalDateTime) data;
            date = java.util.Date.from(local.toInstant(ZoneOffset.UTC));
        } else {
            // An unexpected
            date = unexpectedTimestamp(data, fieldDefn);
        }
        return date == null ? null : Timestamp.fromLogical(fieldDefn.schema(), date);
    }
"	Converts a value object for an expected JDBC type of  Types#TIMESTAMP.	Converts a value object for an expected JDBC type of Types#TIMESTAMP.	0	1	14	26	256
public static Boolean areColumnsUnique(RelNode rel, BitSet columns) { final BuiltInMetadata.ColumnUniqueness metadata = rel.metadata(BuiltInMetadata.ColumnUniqueness.class); return metadata.areColumnsUnique(columns, false); }	"  public static Boolean areColumnsUnique(RelNode rel, BitSet columns) {
    return (Boolean) rel.getCluster().getMetadataProvider().getRelMetadata(
        rel,
        ""areColumnsUnique"",
        new Object[]{columns, false});
  }
"	Returns the  BuiltInMetadata.ColumnUniqueness#areColumnsUnique(BitSet, boolean) statistic.	Determines if a specified set of columns from a specified relational expression are unique.	1	0	7	6	34
public static EBoolean endsWith(Expr<String> left, String right) { return operationFactory.createBoolean(Ops.ENDSWITH, left, exprFactory .createConstant(right)); }	"    public static EBoolean endsWith(Expr<String> left, String right, boolean caseSensitive) {
        if (caseSensitive){
            return endsWith(left, right);            
        }else{
            return operationFactory.createBoolean(Ops.ENDSWITH_IC, left, exprFactory.createConstant(right));
        }                
    }
"	Expr : left.endsWith(right)	Expr : left.endsWith(right) (ignore case)	1	0	6	5	30
public SubselectFetch getSubselect(EntityKey key) { return subselectsByEntityKey.get( key ); }	"	public SubselectFetch getSubselect(EntityKey key) {
		return (SubselectFetch) subselectsByEntityKey.get(key);
	}
"	Retrieve the fetch descriptor associated with the given entity key.	Retrieve the fetch descriptor associated with the given entity key.	0	1	5	4	16
public MenuItem addItem(String text, boolean asHTML, Command cmd) { return addItem(new MenuItem(text, asHTML, cmd)); }	"  public MenuItem addItem(SafeHtml html, ScheduledCommand cmd) {
    return addItem(new MenuItem(html, Roles.getMenuitemRole(), false, cmd));
  }
"	Adds a menu item to the bar, that will fire the given command when it is selected.	Adds a menu item to the bar containing SafeHtml, that will fire the given command when it is selected.	1	0	6	4	29
public String appendIdentitySelectToInsert(String insertString) { return getIdentityColumnSupport().appendIdentitySelectToInsert( insertString ); }	"	public String appendIdentitySelectToInsert(String insertString) {
		return insertString;
	}
"	"Provided we  #supportsInsertSelectIdentity, then attach the ""select identity"" clause to the insert statement."	"Provided we #supportsInsertSelectIdentity, then attach the ""select identity"" clause to the insert statement."	0	1	6	4	18
public boolean waitForView(View view, int timeout){ return waitForView(view, timeout, true, false); }	"	public boolean waitForView(View view, int timeout){
		return waitForView(view, timeout, true);
	}
"	Waits for a given view.	Waits for a given view.	0	1	5	4	24
public ENumber<Integer> length() { if (length == null) { length = ONumber.create(Integer.class, Ops.STRING_LENGTH, this); } return length; }	"    public ENumber<Long> length() {
        if (length == null) {
            length = ONumber.create(Long.class, Ops.STRING_LENGTH, this);
        }
        return length;
    }
"	Return the length of this String	Return the length of this String	0	1	9	7	31
public static Query parse(String queryString, BulletConfig config) { Query query = GSON.fromJson(queryString, Query.class); query.configure(config); return query; }	"    public static Specification parse(String queryString, BulletConfig config) {
        Specification specification = GSON.fromJson(queryString, Specification.class);
        specification.configure(config);
        return specification;
    }
"	Parses a Query out of the query string.	Parses a Specification out of the query string.	1	0	7	7	33
public static EBoolean startsWith(Expr<String> left, Expr<String> right) { return factory.createBoolean(Ops.STARTSWITH, left, right); }	"    public static EBoolean startsWith(Expr<String> left, Expr<String> right) {
        return createBoolean(Ops.STARTSWITH, left, right);
    }
"	Expr : left.startsWith(right)	Expr : left.startsWith(right)	0	1	6	4	27
public final DBCompareColExpr in(Collection<?> values) { if (values==null || values.isEmpty()) return cmp(DBCmpType.EQUAL, null); // create expression return cmp(DBCmpType.IN, values); }	"    public DBCompareColExpr in(Object value)
    {
        return cmp(DBCmpType.IN, listToArray(value));
    }
"	"Creates and returns an expression for the SQL ""in"" operator."	"Creates and returns a new comparison object for the SQL ""in"" operator."	1	0	6	9	44
public boolean equals(Object obj) { if (obj == null) { return false; } if (obj == this) { return true; } if (obj.getClass() != getClass()) { return false; } FiltersAggregation rhs = (FiltersAggregation) obj; return super.equals(obj) && Objects.equals(bucketMap, rhs.bucketMap); }	"    public boolean equals(Object obj) {
        if (obj == null) {
            return false;
        }
        if (obj == this) {
            return true;
        }
        if (obj.getClass() != getClass()) {
            return false;
        }

        FiltersAggregation rhs = (FiltersAggregation) obj;
        return new EqualsBuilder()
                .appendSuper(super.equals(obj))
                .append(bucketMap, rhs.bucketMap)
                .isEquals();
    }
"	Method for getting counts using named filters	Method for getting counts using named filters	0	1	6	15	69
"public String getMatchedSentences() { StringBuilder sb = new StringBuilder(); for (int i = 0, sz = list.getModel().getSize(); i < sz; i++) { String t = list.getModel().getElementAt(i).getLabel().getText(); sb.append(t); sb.append(""\n""); } return sb.toString(); }"	"  public StringBuffer getMatchedSentences() {
    StringBuffer sb = new StringBuffer();
    for(int i = 0; i < list.getModel().getSize(); i++) {
      String t = ((TreeFromFile) list.getModel().getElementAt(i)).getLabel().getText();
      sb.append(t);
      sb.append(""\n"");
    }
    return sb;
  }
"	Returns all currently displayed sentences in plain text form.	Returns all currently displayed sentences in string buffer, plain text form	1	0	9	11	76
private TableExportButton getExportButton() { if (exportButton == null) { exportButton = new TableExportButton(getParamsTable()); } return exportButton; }	"	private JButton getExportButton() {
		JButton csvExportButton = new JButton(Constant.messages.getString(""params.toolbar.button.export""));
		csvExportButton.setIcon(new ImageIcon(ParamsPanel.class.getResource(""/resource/icon/16/115.png"")));
		csvExportButton.addActionListener((new AbstractAction() {
			private static final long serialVersionUID = 1L;

			@Override
			public void actionPerformed(ActionEvent e) {
				WritableFileChooser chooser = new WritableFileChooser();
				chooser.setSelectedFile(new File(Constant.messages.getString(""params.button.export.default.name"")));
				if (chooser
						.showSaveDialog(View.getSingleton().getMainFrame()) == WritableFileChooser.APPROVE_OPTION) {
					String file = chooser.getSelectedFile().toString();
					if (!file.endsWith("".csv"")) {
						file += "".csv"";
					}
					try (CSVPrinter pw = new CSVPrinter(
							Files.newBufferedWriter(chooser.getSelectedFile().toPath(), StandardCharsets.UTF_8),
							CSVFormat.DEFAULT)) {
						pw.printRecord(((ParamsTableModel) paramsTable.getModel()).getColumnNames());
						int rowCount = paramsTable.getRowCount();
						int colCount = paramsTable.getColumnCount();
						for (int row = 0; row < rowCount; row++) {
							List<Object> valueOfRow = new ArrayList<Object>();
							for (int col = 0; col < colCount; col++) {
								valueOfRow.add(paramsTable.getValueAt(row, col));
							}
							pw.printRecord(valueOfRow);
						}
						JOptionPane.showMessageDialog(View.getSingleton().getMainFrame(),
								Constant.messages.getString(""params.button.export.success""));
					} catch (Exception ex) {
						JOptionPane.showMessageDialog(View.getSingleton().getMainFrame(),
								Constant.messages.getString(""params.button.export.error"") + ""\n""
										+ ex.getLocalizedMessage());
						LOGGER.error(""Export Failed: "" + ex);
					}
				}
			}
		}));
		return csvExportButton;
	}
"	This method initializes panelCommand	This method initializes panelCommand	0	1	8	7	26
public Node getSecondNode() { return m_node2; } //	"	public NodeItem getSecondNode() {
		return m_node2;
	} //
"	Return the VisualItem representing the second (target) node in the edge.	Return the GraphItem representing the second (target) node in the edge.	1	0	4	5	12
